Id,Date__c,Start_time__c,End_Time__c,HolidayName__c,On_Call_Type_c__c,RecordType.name,Registered_Manager__c,Registered_SRE__c,Shift_Worked__c,Time_Zone__c,UserRegion__c,UserSubRegion__c,RegionInformation__c,RegionInformation__r.start_time__c,RegionInformation__r.end_time__c
a1j0e000006KyaSAAS,25/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MZlH,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaTAAS,25/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000005Xcn7,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaUAAS,25/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009Monr,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaVAAS,25/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006RsyX,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaWAAS,25/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009Mfzj,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaXAAS,25/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,0050e000007AjgFAAS,,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaYAAS,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MiLy,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaZAAS,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MiM0,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaaAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009Aw0U,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyabAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000007347K,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyacAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000005XE8PAAW,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyadAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000005X1KX,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaeAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MUki,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyafAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009Mfzj,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyagAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000004fZIa,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyahAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e00000734hh,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyaiAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00560000003V9oG,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyajAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,005320000057zhjAAA,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyakAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006Rv8jAAC,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyalAAC,31/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,0050e0000072krDAAQ,0057V000009MiLw,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYkAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006SJgQAAW,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYlAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000072PPcAAM,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYmAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000072G9VAAU,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYnAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00560000001xMnWAAU,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYoAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006Rv9wAAC,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYpAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,005320000057zhjAAA,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYqAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006Sb2JAAS,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYsAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006S5sDAAS,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYtAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000005RvCDAA0,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYuAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000075SwpAAE,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYvAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00560000002rrrNAAQ,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYwAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000005iGTbAAM,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYxAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,0050e000007AjgFAAS,,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYyAAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000005RvCDAA0,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYzAAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000005iGTbAAM,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ0AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000075FL7AAM,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ1AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006SC7TAAW,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ2AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006koq8AAA,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ3AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006RsyXAAS,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ4AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000004OMFvAAO,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ5AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006Rv9wAAC,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ6AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006SSUOAA4,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ7AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,005320000057WMwAAM,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ8AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000003ZRjqAAG,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyYrAAK,3/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000075cGKAAY,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZ9AAK,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006SlIRAA0,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZAAA0,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000004fZIaAAM,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZBAA0,4/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,0050e000007Akm9AAC,,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZEAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000075Gty,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZFAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009BUhD,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZGAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006SSUO,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZHAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MiLy,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZIAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009BOQV,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZJAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009Mfzj,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZKAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MiLw,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZLAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000072XPz,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZNAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MkNp,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZOAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000004fSvp,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZQAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009BOQV,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZRAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000004fSK5,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZSAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000003ZRjq,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZTAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MiLz,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZUAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000004fSvp,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZVAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009Aw0U,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZWAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000075Swp,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZXAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000072XPz,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZYAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MiLx,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZZAA0,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006SSUO,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZaAAK,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MiLy,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZbAAK,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006SJgV,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZcAAK,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00560000001xMnW,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZdAAK,11/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,00560000003TTIEAA4,,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZMAA0,10/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006SJgQAAW,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZeAAK,17/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009MiM0,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZfAAK,17/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000004fG74,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZgAAK,17/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0057V000009BaGw,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZhAAK,17/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e0000072weV,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZiAAK,17/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,00532000003ZRjq,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZjAAK,17/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006Sc0s,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,AU-Sydney,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
a1j0e000006KyZkAAK,17/10/20,09:00:00.000Z,14:30:00.000Z,,Weekend Pay,Weekend OnCall,,0050e000006Rv8jAAC,APAC Weekends,(GMT+11:00) Australian Eastern Time (Australia/Sydney),APAC,CN-Beijing,a1i0e000003KibBAAS,16:00:00.000Z,21:30:00.000Z
